year_birth,kidhome,teenhome,recency,mnt_wines,mnt_meat_products,mnt_fish_products,mnt_sweet_products,mnt_gold_prods,num_web_purchases,num_store_purchases,num_catalog_purchases,num_web_visits_month,income,cluster
0.5,1.0,0.0,0.0,0.0,0.3333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,2
0.25,0.0,1.0,0.5,0.33333333333333326,0.0,0.25,0.33333333333333326,0.33333333333333326,0.20000000000000018,0.3333333333333335,0.25,0.25,0.4285714285714286,0
1.0,0.0,0.0,0.25,0.6666666666666667,0.666666666666667,0.5,0.6666666666666665,0.6666666666666665,0.5,1.0,0.5,0.75,0.5714285714285714,0
0.75,1.0,1.0,1.0,1.0000000000000002,1.0,0.75,1.0,1.0,1.0,0.6666666666666665,0.75,0.0,1.0000000000000002,1
0.0,1.0,0.0,0.75,0.5000000000000002,0.16666666666666696,1.0,0.46666666666666656,0.16666666666666652,0.8,0.0,1.0,1.0,0.2857142857142858,3
